ga:pageLoadSample,ga:speedMetricsSample,ga:domLatencyMetricsSample,ga:pageLoadTime,ga:avgPageLoadTime,ga:domainLookupTime,ga:avgDomainLookupTime,ga:pageDownloadTime,ga:avgPageDownloadTime,ga:redirectionTime,ga:avgRedirectionTime,ga:serverConnectionTime,ga:avgServerConnectionTime,ga:serverResponseTime,ga:avgServerResponseTime,ga:domInteractiveTime,ga:avgDomInteractiveTime,ga:domContentLoadedTime,ga:avgDomContentLoadedTime
1000,1000,1000,2720198,2.720198,1547,0.001547,102181,0.102181,11734,0.011734,95923,0.09592300000000001,38755,0.038755000000000005,1445960,1.4459600000000001,1446571,1.4465709999999998
