ga:pageLoadSample,ga:speedMetricsSample,ga:domLatencyMetricsSample,ga:pageLoadTime,ga:avgPageLoadTime,ga:domainLookupTime,ga:avgDomainLookupTime,ga:pageDownloadTime,ga:avgPageDownloadTime,ga:redirectionTime,ga:avgRedirectionTime,ga:serverConnectionTime,ga:avgServerConnectionTime,ga:serverResponseTime,ga:avgServerResponseTime,ga:domInteractiveTime,ga:avgDomInteractiveTime,ga:domContentLoadedTime,ga:avgDomContentLoadedTime
1000,1000,1000,2586943,2.586943,1491,0.0014910000000000001,228578,0.228578,12888,0.012888,133985,0.13398500000000002,58206,0.058206,1843254,1.843254,1843998,1.843998
