ga:pageLoadSample,ga:speedMetricsSample,ga:domLatencyMetricsSample,ga:pageLoadTime,ga:avgPageLoadTime,ga:domainLookupTime,ga:avgDomainLookupTime,ga:pageDownloadTime,ga:avgPageDownloadTime,ga:redirectionTime,ga:avgRedirectionTime,ga:serverConnectionTime,ga:avgServerConnectionTime,ga:serverResponseTime,ga:avgServerResponseTime,ga:domInteractiveTime,ga:avgDomInteractiveTime,ga:domContentLoadedTime,ga:avgDomContentLoadedTime
1002,1002,1002,2484955,2.47999500998004,1595,0.0015918163672654691,140970,0.140688622754491,11727,0.011703592814371257,95272,0.09508183632734532,43163,0.04307684630738523,1538356,1.5352854291417166,1538909,1.5358373253493014
